-0.322848	0.486355	-1.000000
-0.697994	0.627539	-1.000000
-0.130801	-0.817090	-1.000000
-0.142653	-0.032266	1.000000
-0.002563	-0.042211	1.000000
-0.318794	-0.083421	1.000000
-0.459899	0.229402	-1.000000
-0.296000	-0.531129	-1.000000
-0.115308	-0.414887	1.000000
0.330601	-0.934060	-1.000000
0.195937	0.049557	1.000000
0.025379	0.013229	1.000000
0.251368	-0.314043	1.000000
-0.192852	0.378208	1.000000
-0.018304	0.100851	1.000000
0.372233	0.241895	1.000000
0.789027	0.274204	-1.000000
0.104500	0.073033	1.000000
0.712894	0.699654	-1.000000
-0.750548	-0.471157	-1.000000
-0.856921	-0.040160	-1.000000
-0.366307	0.209031	1.000000
-0.736071	0.434443	-1.000000
0.269410	0.202955	1.000000
-0.127087	-0.147797	1.000000
0.897676	0.224912	-1.000000
0.058543	-0.425346	1.000000
-0.693709	0.258720	-1.000000
0.053611	0.476610	1.000000
-0.392349	0.379694	-1.000000
0.031194	-0.075226	1.000000
0.093723	-0.265182	1.000000
-0.263705	0.499921	-1.000000
0.245224	-0.016461	1.000000
0.376706	0.883583	-1.000000
0.517941	-0.179280	-1.000000
0.185985	0.003770	1.000000
0.424816	0.675711	-1.000000
0.449350	-0.066847	1.000000
-0.021098	-0.116001	1.000000
0.362034	-0.008306	1.000000
-0.449804	0.035719	1.000000
0.099643	-0.000136	1.000000
-0.273908	0.022015	1.000000
0.903642	-0.257096	-1.000000
0.240434	-0.570104	-1.000000
-0.483019	-0.398682	-1.000000
0.086544	0.322463	1.000000
0.276936	0.110086	1.000000
-0.007346	0.838479	-1.000000
0.663936	0.492186	-1.000000
-0.338582	0.602240	-1.000000
0.081654	-0.367675	1.000000
-0.184302	0.170466	1.000000
0.060084	-0.165592	1.000000
0.206631	0.059545	1.000000
-0.192501	0.464421	-1.000000
0.274801	0.430383	-1.000000
-0.655952	0.401239	-1.000000
0.023276	-0.149474	1.000000
-0.302052	-0.736160	-1.000000
-0.587123	-0.097646	-1.000000
-0.120084	0.077705	1.000000
-0.570335	-0.605066	-1.000000
-0.273150	0.723653	-1.000000
0.052767	-0.147540	1.000000
-0.129125	0.261071	1.000000
-0.675912	-0.252005	-1.000000
0.392984	-0.714508	-1.000000
-0.794415	0.065321	-1.000000
0.407448	-0.734995	-1.000000
-0.072661	-0.336453	1.000000
0.633227	0.277020	-1.000000
0.596606	-0.361477	-1.000000
-0.369076	-0.695676	-1.000000
0.020607	-0.043250	1.000000
0.107026	0.135356	1.000000
0.227867	0.705968	-1.000000
-0.386121	-0.644055	-1.000000
-0.276843	0.364384	1.000000
0.299392	0.367909	1.000000
0.266982	-0.573939	-1.000000
-0.473151	-0.185294	-1.000000
-0.579040	-0.288793	-1.000000
0.084418	-0.318226	1.000000
0.012416	-0.116830	1.000000
0.166357	0.647268	-1.000000
-0.494493	0.525736	-1.000000
-0.194006	-0.662346	-1.000000
0.016756	0.834833	-1.000000
0.276654	0.342826	1.000000
0.427096	0.419624	-1.000000
-0.640320	-0.428286	-1.000000
-0.233215	-0.358985	1.000000
-0.100755	0.065811	1.000000
-0.696741	0.188463	-1.000000
0.653248	0.143371	-1.000000
-0.100937	-0.182631	1.000000
-0.343678	-0.289802	1.000000
0.302751	-0.871709	-1.000000
